Number Header,Random Header,Dates,Required Date
619,a,10/23/2003 | 10/25/2002 | 10/25/2002,10/25/2002
620,a,10/25/2002 | 10/23/2003 | 10/25/2002,10/25/2002
621,a,7/24/2002,['7/24/2002']
622,a,8/26/2002 | 8/25/2003,8/26/2002
623,a,12/12/2002,['12/12/2002']
624,a,3/20/2003 | 1/30/2003,1/30/2003
625,a,12/11/2002,['12/11/2002']
626,a,9/23/2002,['9/23/2002']
627,a,11/26/2002,['11/26/2002']
628,a,1/10/2003 | 10/29/2002 | 10/29/2002,10/29/2002
629,a,10/29/2002 | 1/10/2003 | 10/29/2002,10/29/2002
630,a,10/29/2002 | 10/29/2002 | 1/10/2003,10/29/2002
631,a,7/24/2006,['7/24/2006']
632,a,7/24/2006,['7/24/2006']
633,a,11/7/2002 | 11/6/2002,11/6/2002
634,a,11/7/2002 | 11/6/2002,11/6/2002
635,a,2/25/2003,['2/25/2003']
636,a,11/13/2002 | 6/ 6/2003 | 11/3/2003,11/13/2002
637,a,2/18/2003,['2/18/2003']
638,a,2/18/2003,['2/18/2003']
639,a,8/21/2002 | 8/21/2002,8/21/2002
640,a,8/19/2002,['8/19/2002']
641,a,8/23/2002 | 12/6/2002 | 12/6/2002,8/23/2002
642,a,12/9/2002,['12/9/2002']
643,a,9/10/2002 | 8/13/2003,9/10/2002
644,a,11/15/2002,['11/15/2002']
645,a,6/3/2003,['6/3/2003']
646,a,7/23/2003,['7/23/2003']
647,a,9/25/2003,['9/25/2003']
648,a,10/22/2002,['10/22/2002']
649,a,2/20/2003,['2/20/2003']
650,a,10/29/2002,['10/29/2002']
651,a,10/29/2002,['10/29/2002']
652,a,3/17/2003 | 2/24/2003,2/24/2003
653,a,2/12/2003,['2/12/2003']
654,a,10/22/2002,['10/22/2002']
655,a,10/22/2002,['10/22/2002']
656,a,1/7/2003,['1/7/2003']
657,a,11/14/2002 | 11/14/2002,11/14/2002
658,a,10/22/2002,['10/22/2002']
659,a,10/22/2002,['10/22/2002']
660,a,10/22/2002,['10/22/2002']
661,a,12/11/2002 | 12/4/2003,12/11/2002
662,a,12/4/2003 | 12/11/2002,12/11/2002
663,a,11/20/2002,['11/20/2002']
664,a,10/25/2002,['10/25/2002']
665,a,10/25/2002 | 6/ 6/2003,10/25/2002
666,a,10/25/2002 | 6/ 20/2003,10/25/2002
667,a,10/25/2002 | 10/25/2002 | 10/25/2002 | 12/10/2002 | 6/ 30/2003 | 1/7/2003,10/25/2002
668,a,12/10/2002 | 10/25/2002 | 10/25/2002 | 10/25/2002 | 6/ 30/2003 | 1/7/2003,10/25/2002
669,a,12/18/2003 | 12/19/2002,12/19/2002
670,a,12/19/2002 | 12/18/2003,12/19/2002
671,a,10/17/2002 | 1/7/2003,10/17/2002
672,a,1/7/2003 | 10/17/2002,10/17/2002
673,a,1/7/2003 | 10/17/2002,10/17/2002
674,a,2/18/2003,['2/18/2003']
675,a,2/18/2003,['2/18/2003']
676,a,2/24/2003,['2/24/2003']
677,a,2/24/2003,['2/24/2003']
678,a,2/24/2003,['2/24/2003']
679,a,2/18/2003,['2/18/2003']
680,a,2/18/2003,['2/18/2003']
681,a,2/18/2003,['2/18/2003']
682,a,12/19/2002,['12/19/2002']
683,a,5/26/2004,['5/26/2004']
684,a,5/26/2004,['5/26/2004']
685,a,10/16/2002 | 2/14/2003,10/16/2002
686,a,10/16/2002 | 2/14/2003,10/16/2002
687,a,9/25/2003,['9/25/2003']
688,a,11/15/2002,['11/15/2002']
689,a,11/15/2002,['11/15/2002']
690,a,11/15/2002,['11/15/2002']
691,a,12/9/2002,['12/9/2002']
692,a,12/9/2002,['12/9/2002']
693,a,12/9/2002,['12/9/2002']
694,a,10/12/2004,['10/12/2004']
695,a,10/12/2004,['10/12/2004']
696,a,3/6/2003 | 12/6/2002,12/6/2002
697,a,12/3/2003 | 5/12/2003,5/12/2003
698,a,5/17/2004,['5/17/2004']
699,a,9/7/2004 | 1/28/2004,1/28/2004
700,a,2/7/2003 | 1/7/2003,1/7/2003
701,a,8/28/2003,['8/28/2003']
702,a,8/28/2003,['8/28/2003']
703,a,2/25/2003,['2/25/2003']
704,a,1/10/2003,['1/10/2003']
705,a,10/23/2003 | 3/12/2003 | 12/18/2002,12/18/2002
706,a,12/18/2002 | 10/23/2003 | 3/12/2003,12/18/2002
707,a,2/1/2003 | 5/12/2003,2/1/2003
708,a,11/26/2003,['11/26/2003']
709,a,3/18/2003,['3/18/2003']
710,a,9/19/2003,['9/19/2003']
711,a,1/13/2003 | 8/28/2003,1/13/2003
712,a,2/18/2003,['2/18/2003']
713,a,12/30/2003,['12/30/2003']
714,a,5/13/2004,['5/13/2004']
715,a,5/13/2004,['5/13/2004']
716,a,5/13/2004,['5/13/2004']
717,a,5/13/2004,['5/13/2004']
718,a,5/13/2004,['5/13/2004']
719,a,5/13/2004,['5/13/2004']
720,a,3/24/2003,['3/24/2003']
721,a,4/29/2003,['4/29/2003']
722,a,4/29/2003,['4/29/2003']
723,a,7/15/2003,['7/15/2003']
724,a,2/14/2003,['2/14/2003']
725,a,2/18/2003 | 8/29/2003,2/18/2003
726,a,2/5/2003 | 1/31/2003 | 1/30/2004,1/31/2003
727,a,2/18/2003,['2/18/2003']
728,a,2/18/2003,['2/18/2003']
729,a,2/18/2003,['2/18/2003']
730,a,2/18/2003,['2/18/2003']
731,a,2/18/2003,['2/18/2003']
732,a,7/29/2003 | 3/20/2003,3/20/2003
733,a,5/2/2003,['5/2/2003']
734,a,6/23/2003,['6/23/2003']
735,a,6/27/2003,['6/27/2003']
736,a,9/25/2003 | 3/1/2004,9/25/2003
737,a,3/13/2003 | 3/13/2003 | 3/13/2003 | 3/13/2003,3/13/2003
738,a,10/14/2003,['10/14/2003']
739,a,10/14/2003,['10/14/2003']
740,a,10/14/2003,['10/14/2003']
741,a,3/6/2003 | 3/5/2004,3/6/2003
742,a,3/5/2004 | 3/6/2003,3/6/2003
743,a,3/6/2003 | 3/5/2004,3/6/2003
744,a,5/12/2003 | 7/17/2003,5/12/2003
745,a,5/14/2003 | 3/6/2003 | 7/28/2003 | 2/18/2003,2/18/2003
746,a,3/6/2003 | 2/20/2004 | 5/14/2003,3/6/2003
747,a,3/6/2003 | 5/14/2003 | 2/18/2003 | 9/29/2003,2/18/2003
748,a,4/28/2003 | 3/17/2003,3/17/2003
749,a,3/18/2003 | 7/10/2003,3/18/2003
750,a,8/7/2003,['8/7/2003']
751,a,4/30/2003 | 4/25/2003,4/25/2003
752,a,4/25/2003 | 4/30/2003,4/25/2003
753,a,5/16/2003,['5/16/2003']
754,a,5/16/2003,['5/16/2003']
755,a,8/18/2003,['8/18/2003']
756,a,8/27/2003,['8/27/2003']
757,a,8/27/2003,['8/27/2003']
758,a,7/25/2003 | 8/18/2003,7/25/2003
759,a,4/8/2003 | 3/31/2004,4/8/2003
760,a,7/23/2003,['7/23/2003']
761,a,1/8/2004,['1/8/2004']
762,a,5/2/2003,['5/2/2003']
763,a,12/19/2003 | 9/9/2003 | 2/23/2004,9/9/2003
764,a,12/18/2003 | 9/9/2003 | 3/15/2004,9/9/2003
765,a,3/15/2004 | 12/18/2003 | 9/9/2003,9/9/2003
766,a,3/10/2005 | 5/17/2004,5/17/2004
767,a,5/17/2004 | 4/20/2005,5/17/2004
768,a,12/5/2003,['12/5/2003']
769,a,6/3/2003,['6/3/2003']
770,a,6/3/2003,['6/3/2003']
771,a,6/3/2003,['6/3/2003']
772,a,7/7/2003,['7/7/2003']
773,a,9/7/2004,['9/7/2004']
774,a,9/7/2004,['9/7/2004']
775,a,5/12/2003,['5/12/2003']
776,a,10/17/2003,['10/17/2003']
777,a,10/17/2003,['10/17/2003']
778,a,11/3/2003 | 2/9/2004,11/3/2003
779,a,6/2/2003,['6/2/2003']
780,a,6/2/2003,['6/2/2003']
781,a,6/2/2003,['6/2/2003']
782,a,3/1/2004,['3/1/2004']
783,a,12/17/2003,['12/17/2003']
784,a,8/8/2003 | 3/19/2004,8/8/2003
785,a,6/ 9/2003 | 5/21/2004,6/9/2003
786,a,3/5/2004,['3/5/2004']
787,a,12/1/2003,['12/1/2003']
788,a,11/26/2003,['11/26/2003']
789,a,10/23/2003 | 10/25/2002,10/25/2002
790,a,10/23/2003 | 10/25/2002,10/25/2002
791,a,10/23/2003 | 10/25/2002,10/25/2002
792,a,10/25/2002 | 10/23/2003,10/25/2002
793,a,10/23/2003 | 10/25/2002,10/25/2002
794,a,10/23/2003 | 10/25/2002,10/25/2002
795,a,10/25/2002 | 9/29/2003,10/25/2002
796,a,11/21/2003,['11/21/2003']
797,a,6/ 19/2003 | 6/ 16/2003 | 6/ 8/2004,6/16/2003
798,a,4/16/2004 | 10/8/2003,10/8/2003
799,a,12/5/2003,['12/5/2003']
800,a,12/1/2003 | 10/13/2004 | 6/ 2/2004 | 10/15/2003 | 2/18/2004 | 12/1/2003 | 10/15/2003 | 12/23/2003 | 8/11/2004 | 7/8/2004 | 10/21/2003,10/15/2003
801,a,10/13/2004 | 12/1/2003 | 10/15/2003 | 12/1/2003 | 10/21/2003 | 7/8/2004 | 10/15/2003 | 2/18/2004 | 8/11/2004 | 6/ 2/2004 | 12/23/2003,10/15/2003
802,a,12/1/2003 | 6/ 2/2004 | 10/15/2003 | 7/8/2004 | 2/18/2004 | 10/13/2004 | 12/1/2003 | 12/23/2003 | 10/15/2003 | 10/21/2003 | 8/11/2004,10/15/2003
803,a,10/8/2003,['10/8/2003']
804,a,9/1/2004 | 9/11/2003 | 9/2/2003,9/2/2003
805,a,8/21/2003 | 8/21/2003 | 8/19/2004,8/21/2003
806,a,3/4/2004,['3/4/2004']
807,a,8/5/2004,['8/5/2004']
808,a,8/5/2004,['8/5/2004']
809,a,8/5/2004,['8/5/2004']
810,a,7/15/2003 | 7/13/2004 | 8/6/2003 | 12/3/2003,7/15/2003
811,a,7/13/2004 | 12/3/2003 | 8/6/2003 | 7/15/2003,7/15/2003
812,a,7/15/2003 | 7/13/2004 | 8/6/2003 | 12/3/2003,7/15/2003
813,a,7/11/2003 | 8/18/2003,7/11/2003
814,a,8/18/2003 | 8/17/2004,8/18/2003
815,a,4/9/2004 | 1/21/2004,1/21/2004
816,a,8/8/2003 | 4/27/2004,8/8/2003
817,a,4/27/2004 | 8/8/2003,8/8/2003
818,a,9/26/2003 | 9/25/2003 | 1/6/2004 | 9/25/2003,9/25/2003
819,a,8/20/2003 | 8/18/2004,8/20/2003
820,a,11/21/2003 | 9/29/2004,11/21/2003
821,a,11/21/2003 | 9/29/2004,11/21/2003
822,a,2/17/2004 | 8/18/2003 | 8/5/2003,8/5/2003
823,a,12/5/2003 | 7/13/2004,12/5/2003
824,a,7/13/2004 | 12/5/2003,12/5/2003
825,a,12/5/2003 | 7/13/2004,12/5/2003
826,a,12/5/2003 | 7/13/2004,12/5/2003
827,a,7/13/2004 | 12/5/2003,12/5/2003
828,a,10/24/2003 | 2/13/2004,10/24/2003
829,a,10/30/2003,['10/30/2003']
830,a,10/30/2003,['10/30/2003']
831,a,8/13/2003,['8/13/2003']
832,a,8/21/2003 | 8/21/2003 | 8/19/2004,8/21/2003
833,a,2/9/2004,['2/9/2004']
834,a,8/5/2003 | 8/18/2003 | 2/17/2004,8/5/2003
835,a,2/17/2004 | 8/5/2003 | 8/18/2003,8/5/2003
836,a,8/5/2003 | 8/18/2003 | 2/17/2004,8/5/2003
837,a,9/15/2003,['9/15/2003']
838,a,12/4/2003,['12/4/2003']
839,a,7/26/2007 | 7/25/2008,7/26/2007
840,a,5/11/2004,['5/11/2004']
841,a,5/11/2004,['5/11/2004']
842,a,8/5/2003 | 8/18/2003 | 2/19/2004,8/5/2003
843,a,8/18/2003 | 2/19/2004 | 8/5/2003,8/5/2003
844,a,2/19/2004 | 8/5/2003 | 8/18/2003,8/5/2003
845,a,9/10/2003,['9/10/2003']
846,a,3/17/2004 | 3/24/2004,3/17/2004
847,a,6/ 7/2004 | 6/ 4/2004,6/4/2004
848,a,6/ 7/2004 | 6/ 4/2004,6/4/2004
849,a,6/ 7/2004 | 6/ 4/2004,6/4/2004
850,a,6/ 4/2004 | 6/ 7/2004,6/4/2004
851,a,10/15/2003,['10/15/2003']
852,a,10/15/2003,['10/15/2003']
853,a,11/12/2003,['11/12/2003']
854,a,12/8/2003,['12/8/2003']
855,a,12/8/2003,['12/8/2003']
856,a,12/8/2003,['12/8/2003']
857,a,12/8/2003,['12/8/2003']
858,a,12/8/2003,['12/8/2003']
859,a,3/10/2004 | 3/17/2004,3/10/2004
860,a,3/10/2004 | 3/17/2004,3/10/2004
861,a,3/10/2004 | 3/17/2004,3/10/2004
862,a,9/8/2003 | 9/8/2003,9/8/2003
863,a,9/8/2003 | 9/8/2003,9/8/2003
864,a,9/15/2003 | 9/15/2003 | 12/30/2003,9/15/2003
865,a,9/8/2003,['9/8/2003']
866,a,10/2/2003 | 9/27/2004,10/2/2003
867,a,10/2/2003,['10/2/2003']
868,a,9/27/2004 | 10/2/2003,10/2/2003
869,a,9/27/2004 | 10/2/2003,10/2/2003
870,a,10/2/2003 | 9/27/2004,10/2/2003
871,a,10/29/2003,['10/29/2003']
872,a,10/29/2003,['10/29/2003']
873,a,10/29/2003,['10/29/2003']
874,a,5/17/2004,['5/17/2004']
875,a,5/17/2004,['5/17/2004']
876,a,12/22/2004,['12/22/2004']
877,a,12/22/2004,['12/22/2004']
878,a,12/22/2004,['12/22/2004']
879,a,3/26/2004,['3/26/2004']
880,a,10/15/2003 | 7/8/2004 | 6/ 2/2004 | 10/21/2003 | 2/18/2004 | 12/1/2003 | 8/11/2004 | 10/15/2003 | 12/23/2003 | 12/1/2003 | 10/13/2004,10/15/2003
881,a,8/11/2004 | 12/1/2003 | 12/23/2003 | 2/18/2004 | 6/ 2/2004 | 10/15/2003 | 12/1/2003 | 10/15/2003 | 7/8/2004 | 10/13/2004 | 10/21/2003,10/15/2003
882,a,10/7/2004 | 10/14/2003,10/14/2003
883,a,7/23/2004,['7/23/2004']
884,a,12/11/2003 | 10/14/2003 | 8/9/2004,10/14/2003
885,a,6/ 16/2005 | 4/21/2005,4/21/2005
886,a,10/17/2003 | 4/1/2004,10/17/2003
887,a,10/15/2004 | 5/4/2004 | 10/17/2003,10/17/2003
888,a,10/15/2003 | 6/ 2/2004 | 10/13/2004 | 12/23/2003 | 12/1/2003 | 10/21/2003 | 2/18/2004 | 7/8/2004 | 12/1/2003 | 10/15/2003 | 8/11/2004,10/15/2003
889,a,12/1/2003 | 12/1/2003 | 8/11/2004 | 7/8/2004 | 10/15/2003 | 2/18/2004 | 10/15/2003 | 10/21/2003 | 12/23/2003 | 10/13/2004 | 6/ 2/2004,10/15/2003
890,a,10/15/2003 | 10/15/2003 | 7/8/2004 | 6/ 2/2004 | 10/13/2004 | 10/21/2003 | 8/11/2004 | 12/23/2003 | 12/1/2003 | 12/1/2003 | 2/18/2004,10/15/2003
891,a,12/17/2003 | 12/9/2004,12/17/2003
892,a,1/13/2004 | 12/9/2004,1/13/2004
893,a,6/ 1/2004 | 10/30/2003,10/30/2003
894,a,6/ 18/2004 | 10/30/2003,10/30/2003
895,a,10/30/2003 | 6/ 18/2004,10/30/2003
896,a,6/ 18/2004 | 10/30/2003,10/30/2003
897,a,12/17/2003,['12/17/2003']
898,a,12/9/2004 | 12/17/2003,12/17/2003
899,a,12/9/2004 | 12/17/2003,12/17/2003
900,a,11/4/2003 | 11/3/2004,11/4/2003
901,a,6/29/2004,['6/29/2004']
902,a,1/28/2004,['1/28/2004']
903,a,1/28/2004,['1/28/2004']
904,a,9/16/2004,['9/16/2004']
905,a,11/7/2003 | 9/16/2004,11/7/2003
906,a,1/20/2004,['1/20/2004']
907,a,1/20/2004,['1/20/2004']
908,a,1/20/2004,['1/20/2004']
909,a,1/20/2004,['1/20/2004']
910,a,9/21/2004,['9/21/2004']
911,a,1/27/2005,['1/27/2005']
912,a,7/8/2004 | 12/1/2003 | 10/15/2003 | 10/13/2004 | 10/21/2003 | 8/11/2004 | 12/23/2003 | 10/15/2003 | 6/ 2/2004 | 2/18/2004 | 12/1/2003,10/15/2003
913,a,2/18/2004 | 12/1/2003 | 10/21/2003 | 6/ 2/2004 | 8/11/2004 | 10/13/2004 | 10/15/2003 | 12/23/2003 | 12/1/2003 | 7/8/2004 | 10/15/2003,10/15/2003
914,a,10/15/2003 | 8/11/2004 | 10/15/2003 | 7/8/2004 | 10/21/2003 | 12/1/2003 | 6/ 2/2004 | 12/1/2003 | 2/18/2004 | 10/13/2004 | 12/23/2003,10/15/2003
915,a,2/18/2004 | 10/15/2003 | 7/8/2004 | 8/11/2004 | 12/1/2003 | 10/13/2004 | 12/1/2003 | 12/23/2003 | 10/21/2003 | 10/15/2003 | 6/ 2/2004,10/15/2003
916,a,7/8/2004 | 10/13/2004 | 6/ 2/2004 | 12/1/2003 | 8/11/2004 | 12/23/2003 | 10/15/2003 | 2/18/2004 | 10/21/2003 | 10/15/2003 | 12/1/2003,10/15/2003
917,a,3/14/2005,['3/14/2005']
918,a,1/12/2004,['1/12/2004']
919,a,1/12/2004,['1/12/2004']
920,a,1/12/2004,['1/12/2004']
921,a,4/13/2004,['4/13/2004']
922,a,7/20/2004 | 12/22/2004,7/20/2004
923,a,12/7/2004 | 12/11/2003,12/11/2003
924,a,2/19/2004,['2/19/2004']
925,a,9/20/2004,['9/20/2004']
926,a,9/20/2004,['9/20/2004']
927,a,9/20/2004,['9/20/2004']
928,a,9/23/2004,['9/23/2004']
929,a,8/25/2004 | 5/4/2004,5/4/2004
930,a,7/20/2004 | 6/ 6/2005,7/20/2004
931,a,7/20/2004 | 6/ 6/2005,7/20/2004
932,a,4/22/2004,['4/22/2004']
933,a,7/21/2004,['7/21/2004']
934,a,10/12/2005,['10/12/2005']
935,a,9/1/2005,['9/1/2005']
936,a,1/22/2004 | 4/27/2004,1/22/2004
937,a,6/22/2005,['6/22/2005']
938,a,2/5/2004,['2/5/2004']
939,a,2/17/2005,['2/17/2005']
940,a,4/1/2004,['4/1/2004']
941,a,5/23/2005,['5/23/2005']
942,a,2/4/2004,['2/4/2004']
943,a,2/4/2004 | 8/17/2004,2/4/2004
944,a,8/17/2004 | 2/4/2004,2/4/2004
945,a,2/10/2004,['2/10/2004']
946,a,3/3/2005 | 3/5/2004,3/5/2004
947,a,3/5/2004 | 3/3/2005,3/5/2004
948,a,3/3/2005 | 3/5/2004,3/5/2004
949,a,2/11/2004 | 2/10/2005,2/11/2004
950,a,2/10/2005 | 2/11/2004,2/11/2004
951,a,2/10/2005 | 2/11/2004,2/11/2004
952,a,3/18/2004 | 3/14/2005,3/18/2004
953,a,12/22/2004,['12/22/2004']
954,a,4/9/2004,['4/9/2004']
955,a,11/5/2004,['11/5/2004']
956,a,5/18/2004,['5/18/2004']
957,a,3/21/2005,['3/21/2005']
958,a,10/6/2004,['10/6/2004']
959,a,2/10/2005 | 5/21/2004,5/21/2004
960,a,12/30/2004,['12/30/2004']
961,a,11/17/2004,['11/17/2004']
962,a,11/5/2004,['11/5/2004']
963,a,7/16/2004,['7/16/2004']
964,a,7/16/2004,['7/16/2004']
965,a,6/ 18/2004 | 12/22/2004,6/18/2004
966,a,12/22/2004 | 6/ 18/2004,6/18/2004
967,a,6/ 18/2004 | 12/22/2004,6/18/2004
968,a,12/22/2004 | 6/ 18/2004,6/18/2004
969,a,2/22/2006,['2/22/2006']
970,a,9/30/2005,['9/30/2005']
971,a,7/14/2004,['7/14/2004']
972,a,7/14/2004,['7/14/2004']
973,a,7/14/2004,['7/14/2004']
974,a,11/5/2004,['11/5/2004']
975,a,2/25/2005 | 3/30/2004,3/30/2004
976,a,12/22/2004 | 6/ 16/2005 | 7/16/2004,7/16/2004
977,a,7/16/2004,['7/16/2004']
978,a,11/24/2004,['11/24/2004']
979,a,5/4/2004 | 11/4/2004,5/4/2004
980,a,6/ 18/2004 | 12/22/2004 | 7/22/2004 | 7/13/2004,6/18/2004
981,a,7/13/2004 | 6/ 18/2004,6/18/2004
982,a,7/22/2004 | 6/ 18/2004,6/18/2004
983,a,6/ 18/2004 | 7/22/2004,6/18/2004
984,a,6/ 18/2004 | 7/22/2004,6/18/2004
985,a,6/1/2004,['6/1/2004']
986,a,6/ 18/2004 | 12/22/2004,6/18/2004
987,a,3/30/2005 | 3/31/2004,3/31/2004
988,a,9/7/2004,['9/7/2004']
989,a,2/27/2006,['2/27/2006']
990,a,11/4/2004 | 5/4/2004,5/4/2004
991,a,6/30/2004,['6/30/2004']
992,a,5/4/2004 | 3/22/2005,5/4/2004
993,a,10/20/2004 | 6/ 8/2004,6/8/2004
994,a,4/8/2005,['4/8/2005']
995,a,4/6/2005 | 5/7/2004,5/7/2004
996,a,12/22/2004 | 7/16/2004,7/16/2004
997,a,5/6/2004,['5/6/2004']
998,a,6/ 18/2004 | 12/22/2004,6/18/2004
999,a,6/ 8/2004 | 10/20/2004,6/8/2004
1000,a,7/20/2004,['7/20/2004']
1001,a,4/21/2004,['4/21/2004']
1002,a,4/21/2004,['4/21/2004']
1003,a,5/7/2004 | 2/24/2005,5/7/2004
1004,a,5/26/2004,['5/26/2004']
1005,a,7/30/2004,['7/30/2004']
1006,a,5/7/2004 | 1/31/2005,5/7/2004
1007,a,5/7/2004 | 1/31/2005,5/7/2004
1008,a,3/10/2005 | 5/27/2005,3/10/2005
1009,a,5/27/2005 | 3/10/2005,3/10/2005
1010,a,10/13/2004,['10/13/2004']
1011,a,10/13/2004,['10/13/2004']
1012,a,12/5/2005 | 2/17/2006,12/5/2005
1013,a,10/1/2004 | 9/28/2005,10/1/2004
1014,a,10/1/2004 | 9/14/2005,10/1/2004
1015,a,11/29/2004,['11/29/2004']
1016,a,11/29/2004,['11/29/2004']
1017,a,12/22/2004 | 7/21/2004,7/21/2004
1018,a,7/21/2004 | 12/22/2004,7/21/2004
1019,a,10/22/2004,['10/22/2004']
1020,a,5/7/2004 | 2/3/2005 | 6/ 9/2004 | 6/ 2/2004,5/7/2004
1021,a,2/10/2005,['2/10/2005']
1022,a,8/22/2006,['8/22/2006']
1023,a,8/22/2006,['8/22/2006']
1024,a,2/4/2005,['2/4/2005']
1025,a,8/24/2005,['8/24/2005']
1026,a,11/5/2004 | 5/27/2004,5/27/2004
1027,a,5/27/2004 | 11/5/2004,5/27/2004
1028,a,9/22/2004,['9/22/2004']
1029,a,10/28/2005,['10/28/2005']
1030,a,2/24/2005,['2/24/2005']
1031,a,6/ 2/2004 | 3/21/2005,6/2/2004
1032,a,8/3/2004,['8/3/2004']
1033,a,5/13/2005,['5/13/2005']
1034,a,11/24/2004,['11/24/2004']
1035,a,6/23/2006,['6/23/2006']
1036,a,6/ 28/2004 | 3/5/2004,3/5/2004
1037,a,8/16/2005,['8/16/2005']
1038,a,8/16/2005,['8/16/2005']
1039,a,8/16/2005,['8/16/2005']
1040,a,7/20/2004,['7/20/2004']
1041,a,7/20/2004,['7/20/2004']
1042,a,12/20/2004,['12/20/2004']
1043,a,10/5/2005,['10/5/2005']
1044,a,5/10/2005,['5/10/2005']
1045,a,5/10/2005,['5/10/2005']
1046,a,6/9/2005,['6/9/2005']
1047,a,6/9/2005,['6/9/2005']
1048,a,3/10/2005,['3/10/2005']
1049,a,3/10/2005,['3/10/2005']
1050,a,7/29/2004,['7/29/2004']
1051,a,6/ 16/2005 | 5/31/2005 | 6/ 21/2004,6/21/2004
1052,a,6/ 17/2005 | 6/ 21/2004,6/21/2004
1053,a,5/31/2005 | 6/ 17/2005 | 6/ 21/2004,6/21/2004
1054,a,8/10/2005,['8/10/2005']
1055,a,5/31/2005,['5/31/2005']
1056,a,5/31/2005,['5/31/2005']
1057,a,5/31/2005,['5/31/2005']
1058,a,2/4/2005,['2/4/2005']
1059,a,6/ 29/2005 | 7/2/2004 | 7/1/2004,7/1/2004
1060,a,6/ 29/2005 | 7/1/2004 | 7/2/2004,7/1/2004
1061,a,8/24/2005,['8/24/2005']
1062,a,3/1/2005,['3/1/2005']
1063,a,1/13/2005,['1/13/2005']
1064,a,7/12/2005 | 7/15/2004,7/15/2004
1065,a,9/30/2004 | 8/27/2004 | 10/8/2004 | 8/25/2005,8/27/2004
1066,a,7/21/2004,['7/21/2004']
1067,a,9/17/2004 | 1/28/2005,9/17/2004
1068,a,8/23/2004 | 12/20/2004,8/23/2004
1069,a,12/22/2004 | 7/21/2004,7/21/2004
1070,a,12/22/2004 | 7/21/2004,7/21/2004
1071,a,7/15/2005 | 7/20/2004,7/20/2004
1072,a,7/20/2004 | 7/15/2005,7/20/2004
1073,a,7/15/2005 | 7/20/2004,7/20/2004
1074,a,8/12/2005,['8/12/2005']
1075,a,9/24/2004,['9/24/2004']
1076,a,12/22/2004 | 7/23/2004,7/23/2004
1077,a,10/20/2004,['10/20/2004']
1078,a,7/28/2005 | 7/30/2004,7/30/2004
1079,a,1/21/2005,['1/21/2005']
1080,a,11/22/2004,['11/22/2004']
1081,a,3/4/2005,['3/4/2005']
1082,a,2/25/2005,['2/25/2005']
1083,a,4/14/2005,['4/14/2005']
1084,a,12/22/2004,['12/22/2004']
1085,a,6/2/2005,['6/2/2005']
1086,a,2/17/2005,['2/17/2005']
1087,a,2/3/2005,['2/3/2005']
1088,a,2/18/2005,['2/18/2005']
1089,a,2/10/2005,['2/10/2005']
1090,a,10/25/2005,['10/25/2005']
1091,a,12/22/2004,['12/22/2004']
1092,a,6/16/2005,['6/16/2005']
1093,a,12/22/2004,['12/22/2004']
1094,a,8/14/2000 | 12/6/2000,8/14/2000
1095,a,8/14/2000 | 12/13/2000,8/14/2000
1096,a,1/8/2001 | 8/14/2000,8/14/2000
1097,a,1/8/2001,['1/8/2001']
1098,a,1/31/2001 | 8/14/2000,8/14/2000
1099,a,1/31/2001,['1/31/2001']
1100,a,5/9/2001,['5/9/2001']
1101,a,8/14/2000 | 7/11/2001,8/14/2000
1102,a,8/14/2000,['8/14/2000']
1103,a,8/12/2004 | 8/4/2005,8/12/2004
1104,a,8/4/2005 | 8/12/2004,8/12/2004
1105,a,10/20/2005,['10/20/2005']
1106,a,1/31/2006,['1/31/2006']
1107,a,3/23/2005,['3/23/2005']
1108,a,10/20/2005,['10/20/2005']
1109,a,9/8/2004 | 9/2/2005,9/8/2004
1110,a,8/30/2004,['8/30/2004']
1111,a,8/30/2004,['8/30/2004']
1112,a,8/30/2004,['8/30/2004']
1113,a,12/22/2004,['12/22/2004']
1114,a,8/31/2005 | 9/9/2004,9/9/2004
1115,a,3/10/2005,['3/10/2005']
1116,a,12/22/2004,['12/22/2004']
1117,a,12/22/2004,['12/22/2004']
1118,a,12/28/2004 | 10/12/2004,10/12/2004
1119,a,9/8/2004 | 9/3/2004,9/3/2004
1120,a,9/3/2004 | 9/8/2004,9/3/2004
1121,a,11/24/2004 | 10/7/2005,11/24/2004
1122,a,1/12/2006,['1/12/2006']
1123,a,3/18/2005 | 8/22/2005 | 3/3/2006,3/18/2005
1124,a,8/3/2005,['8/3/2005']
1125,a,9/24/2004 | 9/22/2005,9/24/2004
1126,a,4/8/2005,['4/8/2005']
1127,a,3/22/2005 | 10/5/2005,3/22/2005
1128,a,2/14/2005 | 9/16/2005,2/14/2005
1129,a,12/23/2004 | 7/29/2005,12/23/2004
1130,a,3/23/2005 | 10/19/2005,3/23/2005
1131,a,3/7/2005 | 10/4/2004,10/4/2004
1132,a,3/10/2005 | 11/9/2005,3/10/2005
1133,a,10/28/2004 | 6/ 6/2005,10/28/2004
1134,a,10/5/2004,['10/5/2004']
1135,a,10/5/2004,['10/5/2004']
1136,a,10/5/2004,['10/5/2004']
1137,a,10/5/2004,['10/5/2004']
1138,a,1/27/2006,['1/27/2006']
1139,a,12/22/2004,['12/22/2004']
1140,a,10/20/2004,['10/20/2004']
1141,a,10/20/2004,['10/20/2004']
